id_person,person_name,sex,birthdate,passport,drive_license
1509,Иосиф Фокич Калинин,муж,1990-04-20,5410100355610,54887862102
1510,Фока Анатольевич Суханов,муж,1981-12-09,04364361088,71079171972
1511,Виктория Богдановна Семенова,жен,1984-03-24,5299734892,4243883495
1512,Федотов Борислав Владленович,муж,2010-09-04,NULL,NULL
1513,Александра Харитоновна Якушева,жен,1983-09-23,4579983918,1445331287
1514,Рыбакова Вероника Валериевна,жен,1994-07-23,77489861055,6773307488
1515,Михайлова Валентина Рубеновна,жен,2010-06-09,NULL,NULL
1516,Михаил Фомич Зимин,муж,1987-08-13,23020353110,8750273173
1517,Евпраксия Петровна Цветкова,жен,1996-12-24,1658534994,4116368739
1518,Василиса Тимуровна Гуляева,жен,1980-03-12,88311035348,610561106765
1519,Белозеров Спартак Фёдорович,муж,1994-05-28,7276001612,7236784850
1520,Гурьев Аркадий Жоресович,муж,2018-06-22,NULL,NULL
1521,Юлия Анатольевна Фокина,жен,1978-03-07,41017771120,10294475648
1522,Колесникова Светлана Никифоровна,жен,1974-12-23,1516374696,5101088711049
1523,Белова Елена Вадимовна,жен,1981-10-27,0842147649,1010770527106
1524,Светлана Филипповна Самойлова,жен,2020-06-16,NULL,NULL
1525,Семенов Михаил Ярославович,муж,1986-09-09,20102374598,981071059128
1526,Всеслав Иосипович Смирнов,муж,1976-09-18,191310901710,71057712718
1527,Крюкова Галина Петровна,жен,2019-12-01,NULL,NULL
1528,Ольга Ильинична Титова,жен,1997-09-13,04783610534,3071613846
1529,Мельникова Елизавета Богдановна,жен,2012-07-06,NULL,NULL
1530,Котов Игорь Тарасович,муж,2011-08-07,NULL,NULL
1531,Твердислав Марсович Петухов,муж,2005-01-19,00911310927,NULL
1532,Фадеева Глафира Рудольфовна,жен,2001-12-01,68331210748,3734966051
1533,Лыткин Евдоким Ермолаевич,муж,2005-03-06,39446691093,NULL
1534,Белоусова Елена Тарасовна,жен,1974-07-21,53104938546,75010819828
1535,Алевтина Ниловна Зайцева,жен,1981-07-11,26124105236,10438439946
1536,Дроздова Дарья Ильинична,жен,1985-09-27,35105373438,49981031537
1537,Сергеева Синклитикия Станиславовна,жен,1995-01-05,46232904310,1234472991
1538,Ершов Демид Исидорович,муж,1980-12-04,8793559642,5054579169
1539,Горбачева Пелагея Кирилловна,жен,1991-10-28,5902451328,66777339310
1540,Моисеев Радислав Ермилович,муж,1976-05-21,72101120244,81064423841
1541,Баранова Лукия Аркадьевна,жен,2008-07-03,NULL,NULL
1542,Антонина Эльдаровна Овчинникова,жен,1996-04-13,6762998070,2928880152
1543,Дементьев Софон Эдгарович,муж,1976-09-26,1249181920,374447631010
1544,г-н Семенов Лаврентий Фадеевич,муж,1971-07-02,06691000038,0992708236
1545,Дьячкова Октябрина Алексеевна,жен,2001-04-11,11798011002,4795587549
1546,Ксения Вячеславовна Кошелева,жен,1980-12-10,0846319725,21035158495
1547,Ершов Самуил Феодосьевич,муж,2009-01-30,NULL,NULL
1548,Костина Ирина Ждановна,жен,1989-05-31,9576417526,4059926730
1549,Кир Ефстафьевич Антонов,муж,2003-03-24,70319811069,NULL
1550,Миронов Тит Ефремович,муж,2020-03-15,NULL,NULL
1551,Гущин Эммануил Филиппович,муж,1972-03-30,2918870909,8969691409
1552,Гришина Ксения Эдуардовна,жен,2010-10-20,NULL,NULL
1553,Ия Романовна Попова,жен,1980-05-22,926109383310,044510951010
1554,Авдеева Любовь Тимуровна,жен,1995-07-29,2966758607,63568623100
1555,Варвара Аркадьевна Кулакова,жен,2016-05-19,NULL,NULL
1556,г-н Куликов Сигизмунд Трифонович,муж,1982-03-13,6608585633,95121100935
1557,Дорофей Жанович Яковлев,муж,1984-06-21,57240763100,50310689505
1558,Маргарита Михайловна Исакова,жен,2005-05-08,781036906310,NULL
1559,Мясников Глеб Борисович,муж,2005-10-10,880801060107,NULL
1560,Мухина Регина Тарасовна,жен,2010-12-06,NULL,NULL
1561,Вероника Федоровна Чернова,жен,1977-03-24,101019110810109,210610461004
1562,Шестакова Синклитикия Робертовна,жен,2005-05-26,7581185752,NULL
1563,Измаил Якубович Степанов,муж,1984-05-09,3056261560,89727111027
1564,Аникита Яковлевич Евдокимов,муж,2001-03-24,4610107107079,18710854409
1565,Лукия Васильевна Брагина,жен,1994-03-23,6707462916,99015310740
1566,Носков Никон Денисович,муж,1983-02-04,10066970457,802104521073
1567,Азарий Жанович Беспалов,муж,1992-03-25,2241381057,73852233310
1568,Доброслав Артёмович Прохоров,муж,1980-06-25,31014800658,7525257722
1569,Васильева Анжела Евгеньевна,жен,2010-02-27,NULL,NULL
1570,Пантелеймон Фролович Ширяев,муж,2012-04-16,NULL,NULL
1571,Белякова Таисия Аскольдовна,жен,1973-09-23,12591034649,23429321030
1572,Клавдий Бориславович Давыдов,муж,1997-01-30,0613629339,94610644400
1573,Евграф Абрамович Беспалов,муж,1984-09-23,73349308101,431100357106
1574,Дементьев Конон Харламович,муж,1980-01-03,46930301310,0844249814
1575,Любомир Богданович Носов,муж,2009-12-19,NULL,NULL
1576,Виктория Анатольевна Силина,жен,2010-04-05,NULL,NULL
1577,Беляков Ярослав Бориславович,муж,1987-12-10,1057941010654,31010496386
1578,Сергеева Алла Львовна,жен,2019-01-13,NULL,NULL
1579,Рожкова Агафья Леонидовна,жен,2013-08-06,NULL,NULL
1580,Субботина Оксана Андреевна,жен,1973-04-11,41048121488,3210111094106
1581,Мельников Серафим Ермилович,муж,2007-08-06,NULL,NULL
1582,Михеева Элеонора Леонидовна,жен,1980-06-28,10157839295,7975926572
1583,Ершова Прасковья Архиповна,жен,1985-11-13,19709621073,109304471310
1584,Логинова Ольга Георгиевна,жен,1971-01-05,10206369185,103921084159
1585,Майя Макаровна Панова,жен,2015-07-19,NULL,NULL
1586,Болеслав Алексеевич Емельянов,муж,1991-03-10,551094538101,466910057105
1587,Тихонова Варвара Артемовна,жен,2018-06-13,NULL,NULL
1588,Амос Витальевич Егоров,муж,1991-04-02,10946119416,00106244535
1589,Григорьев Изот Харитонович,муж,1995-10-31,97350108095,94851001283
1590,Фома Анатольевич Карпов,муж,1993-12-28,53104847876,1044213029
1591,Любовь Николаевна Пономарева,жен,2004-03-20,85563664107,NULL
1592,Зинаида Никифоровна Панова,жен,1979-05-31,71105151855,00610395018
1593,Георгий Александрович Васильев,муж,2003-09-03,67106672402,NULL
1594,Ситников Любомир Артемьевич,муж,1987-07-25,9397180415,1411729353
1595,Ия Георгиевна Евсеева,жен,1999-11-22,68609821018,1041060655710
1596,Ростислав Эдгарович Гаврилов,муж,2011-01-21,NULL,NULL
1597,г-н Виноградов Модест Димитриевич,муж,2011-12-12,NULL,NULL
1598,Корнилов Святополк Филатович,муж,1987-07-16,10550352462,10241983252
1599,Мстислав Ануфриевич Журавлев,муж,1990-11-29,95102222078,557108086100
1600,Харитонова Алина Семеновна,жен,1996-05-09,4850922790,105331034610
1601,Полякова Анна Ефимовна,жен,1975-03-01,7847324011,102818108314
1602,Куликова Анжела Рубеновна,жен,2018-12-28,NULL,NULL
1603,Зиновьев Доброслав Юлианович,муж,2005-01-26,7459432005,NULL
1604,Валентина Павловна Пономарева,жен,1982-09-10,31107909568,5626596794
1605,Романова Анжела Руслановна,жен,1979-10-29,1011106543610,52103863675
1606,София Харитоновна Мясникова,жен,1988-03-01,5136974927,6750016677
1607,Ким Гаврилович Максимов,муж,1973-12-03,0852102810,1985685644
1608,Наина Захаровна Муравьева,жен,1973-07-23,76610876603,9744995427
1609,Мишина Нина Олеговна,жен,2004-05-14,3895240787,NULL
1610,Кудряшов Егор Ермолаевич,муж,2006-08-27,NULL,NULL
1611,Евфросиния Максимовна Аксенова,жен,2002-12-17,201056951021,NULL
1612,Ирина Оскаровна Вишнякова,жен,1986-10-02,59102596702,49061000828
1613,Куприян Игнатьевич Туров,муж,2015-11-09,NULL,NULL
1614,Виталий Еремеевич Богданов,муж,1970-06-11,3318944700,839631085910
1615,Регина Аскольдовна Белоусова,жен,2008-01-21,NULL,NULL
1616,Филиппова Валерия Святославовна,жен,1981-07-21,31057614699,39510411067
1617,Миронова Людмила Валентиновна,жен,1982-04-10,951010206033,63268109217
1618,Гаврилов Агафон Августович,муж,2018-04-06,NULL,NULL
1619,Миронов Ратмир Арсеньевич,муж,1989-04-23,104010842682,34872010034
1620,Наталья Харитоновна Некрасова,жен,2010-07-17,NULL,NULL
1621,Лебедева Анжела Святославовна,жен,1979-04-04,51651024772,10026977605
1622,Элеонора Игоревна Пестова,жен,1984-11-29,5353958667,07384947103
1623,Полина Ефимовна Лебедева,жен,2004-12-18,91049316183,NULL
1624,Аристарх Валерианович Мухин,муж,2013-04-30,NULL,NULL
1625,Антонина Наумовна Лихачева,жен,1979-10-02,3860050522,52612106018
1626,Иванна Яковлевна Федотова,жен,1986-04-22,56611064327,58770247610
1627,Лонгин Архипович Фадеев,муж,1982-09-28,7771830690,33102966854
1628,Акулина Ивановна Федосеева,жен,2020-04-07,NULL,NULL
1629,Анжелика Егоровна Фомина,жен,2010-01-10,NULL,NULL
1630,Фома Дмитриевич Устинов,муж,1975-03-17,076107410229,7096487110
1631,Афиноген Захарьевич Ситников,муж,2016-04-08,NULL,NULL
1632,Милий Анатольевич Антонов,муж,1982-05-19,6488526159,3784855601
1633,Гаврилов Спиридон Жоресович,муж,1975-05-24,09320521010,20830210823
1634,Игнатий Юльевич Суханов,муж,2013-07-06,NULL,NULL
1635,Галина Тимуровна Герасимова,жен,1980-01-10,29005821091,7764974127
1636,Ян Игоревич Громов,муж,1972-11-17,110107574266,2925271980
1637,Пахомов Вацлав Елизарович,муж,2018-10-05,NULL,NULL
1638,Михайлов Лазарь Всеволодович,муж,1987-04-20,105558921065,105591094408
1639,Алексеев Аникита Даниилович,муж,1980-09-22,05601089987,7251010736210
1640,Прохоров Азарий Харлампович,муж,2006-09-11,NULL,NULL
1641,Субботин Евгений Валерьянович,муж,2002-03-06,98110906004,NULL
1642,Кузнецова Полина Васильевна,жен,1994-08-08,0508635456,5803952565
1643,Боян Яковлевич Фомин,муж,1975-04-21,534710901030,47994610499
1644,тов. Гурьева София Леоновна,жен,2019-06-15,NULL,NULL
1645,Панкрат Иосифович Колобов,муж,1990-05-15,581058720105,757610104976
1646,Кира Яковлевна Козлова,жен,2011-08-22,NULL,NULL
1647,Крылов Родион Харламович,муж,2013-03-28,NULL,NULL
1648,Баранов Арсений Иосипович,муж,1980-12-01,81210404059,74121017634
1649,Селезнева Фаина Павловна,жен,2008-12-12,NULL,NULL
1650,Веселова Акулина Владимировна,жен,2018-03-14,NULL,NULL
1651,Ковалева Алина Альбертовна,жен,1976-12-02,497010710053,5443147626
1652,Синклитикия Леоновна Голубева,жен,1976-09-07,0086543527,091065401047
1653,Ферапонт Трофимович Чернов,муж,1982-11-22,88854108557,5345795309
1654,Ксения Игоревна Осипова,жен,2004-09-17,58647691009,NULL
1655,Орехов Федор Филиппович,муж,2013-07-03,NULL,NULL
1656,Исаков Леонид Юльевич,муж,1975-01-03,1141816159,4013018126
1657,Феликс Фадеевич Андреев,муж,1994-10-30,8692738406,3947748592
1658,Лыткина Тамара Леоновна,жен,2016-08-23,NULL,NULL
1659,Михеева Феврония Алексеевна,жен,2015-04-02,NULL,NULL
1660,Иванна Рудольфовна Щербакова,жен,2012-04-26,NULL,NULL
1661,Митофан Исидорович Авдеев,муж,1977-06-02,43971061195,9414425303
1662,Кабанов Станимир Тарасович,муж,1978-05-25,2977031868,1275222990
1663,Агафья Юрьевна Федорова,жен,2000-08-10,30573510390,72104892473
1664,Ратибор Устинович Гусев,муж,1982-01-09,94102031420,510354263710
1665,Демьян Германович Щербаков,муж,1987-11-21,451634001010,26641041048
1666,Вячеслав Игнатьевич Комиссаров,муж,1999-06-05,21023585503,541679105104
1667,Панфил Игоревич Шубин,муж,2013-08-17,NULL,NULL
1668,Тимур Жанович Бобылев,муж,1985-10-14,74105468217,3478298844
1669,Филатов Исидор Гавриилович,муж,2009-08-30,NULL,NULL
1670,Зуев Яков Абрамович,муж,1981-08-22,2767490969,0370983393
1671,Беспалова Валентина Мироновна,жен,1970-12-20,2276955088,05414841079
1672,Руслан Валерьянович Веселов,муж,2010-07-09,NULL,NULL
1673,г-н Сидоров Симон Антонович,муж,2011-06-14,NULL,NULL
1674,Федотова Ксения Кирилловна,жен,2000-09-13,9307826225,0646587427
1675,Герман Брониславович Громов,муж,2010-01-18,NULL,NULL
1676,Самсонов Любим Арсеньевич,муж,1998-07-26,284101051010410,7841955140
1677,Титова Анна Святославовна,жен,2017-08-07,NULL,NULL
1678,Антонина Валериевна Игнатьева,жен,1973-12-05,3218940476,1582149076
1679,Архипова Зинаида Вячеславовна,жен,1974-12-18,856104330110,96525861092
1680,Константинова Анна Степановна,жен,2010-06-20,NULL,NULL
1681,Майя Наумовна Рожкова,жен,2014-03-10,NULL,NULL
1682,Марфа Степановна Васильева,жен,1995-11-13,22695669110,7836563625
1683,Василиса Никифоровна Степанова,жен,2002-04-27,4187025051,NULL
1684,Михей Викентьевич Моисеев,муж,1978-09-08,7819674410,7294079110
1685,Нонна Дмитриевна Лобанова,жен,1996-03-19,8115723094,401763100410
1686,Шарапова Лора Богдановна,жен,1978-10-05,78757710032,661051124108
1687,Цветков Наум Устинович,муж,1970-06-09,46053241062,8389815064
1688,Беляков Савелий Юльевич,муж,1984-08-15,361023910055,81273514810
1689,Пахом Устинович Симонов,муж,1997-01-08,90381008311,0139152562
1690,Ларионов Аркадий Артемьевич,муж,2015-09-08,NULL,NULL
1691,Вацлав Фролович Самсонов,муж,1999-02-15,19301074286,91003710540
1692,Мясникова Вероника Станиславовна,жен,2010-03-25,NULL,NULL
1693,Рябов Радим Власович,муж,1987-03-28,10858838390,6480785861
1694,Емельянов Потап Андреевич,муж,1989-11-17,05887399108,6142333115
1695,Вера Петровна Рогова,жен,2006-03-21,NULL,NULL
1696,Сафонова Ия Геннадиевна,жен,1992-12-08,032927106106,039101035527
1697,Белякова Татьяна Максимовна,жен,1975-01-04,066110161062,59106126722
1698,Никодим Венедиктович Комиссаров,муж,2020-02-22,NULL,NULL
1699,Регина Евгеньевна Александрова,жен,2008-12-04,NULL,NULL
1700,Быкова Таисия Ильинична,жен,1975-06-26,540682101061,3739875676
1701,Радован Витальевич Шарапов,муж,1983-08-04,21107960055,989104871089
1702,Лукин Аникита Владленович,муж,2010-01-23,NULL,NULL
1703,Лука Ильясович Цветков,муж,2001-02-18,928109891097,00411010943
1704,Кира Андреевна Михайлова,жен,1976-06-23,7783946010,8128655874
1705,Агата Павловна Пестова,жен,1998-05-13,102271093487,09988100712
1706,Игнатьева Евфросиния Семеновна,жен,2007-10-27,NULL,NULL
1707,Октябрина Даниловна Михеева,жен,1988-03-12,8964170417,34251107992
1708,Меркушев Фома Викентьевич,муж,2019-05-04,NULL,NULL
1709,Кулагина Октябрина Леоновна,жен,2007-11-08,NULL,NULL
1710,Людмила Петровна Филиппова,жен,2004-05-05,40469223104,NULL
1711,Устин Жоресович Воронов,муж,2008-11-14,NULL,NULL
1712,Казаков Фотий Анисимович,муж,1976-10-10,58781181033,61497293710
1713,Пономарева Анжела Петровна,жен,2008-01-07,NULL,NULL
1714,Воробьева Полина Леоновна,жен,1982-04-28,07107156574,2183472100
1715,Раиса Наумовна Андреева,жен,1983-10-07,37843795102,7676357154
1716,Майя Тимофеевна Ефремова,жен,2005-06-21,1404421813,NULL
1717,Якуб Ефимович Смирнов,муж,2020-09-12,NULL,NULL
1718,Кудрявцев Эрнест Егорович,муж,1993-10-10,910331310840,3501492344
1719,Георгий Ефстафьевич Михеев,муж,1998-10-21,95810239648,86210454518
1720,Тетерин Бронислав Феофанович,муж,1995-09-28,741062109346,2928388981
1721,Зыкова Ульяна Кузьминична,жен,1980-03-07,70078105414,3337291706
1722,Федотова Лариса Андреевна,жен,1997-08-22,4453647151,7741010210934
1723,Попов Иван Игоревич,муж,1973-09-30,101014937520,61032013780
1724,Ефремова Анастасия Захаровна,жен,2012-09-12,NULL,NULL
1725,Вера Филипповна Петухова,жен,2007-03-11,NULL,NULL
1726,Тетерина Полина Наумовна,жен,1994-11-22,8913887300,8987546979
1727,г-жа Лукина Лариса Рубеновна,жен,1991-11-10,1729983232,6141071071018
1728,Фома Викторович Архипов,муж,1979-12-06,1423797278,6477649530
1729,Нонна Феликсовна Никонова,жен,2017-06-24,NULL,NULL
1730,Зиновьева Надежда Степановна,жен,2014-04-08,NULL,NULL
1731,Суханова Зинаида Святославовна,жен,2017-01-13,NULL,NULL
1732,Геннадий Игнатович Селиверстов,муж,2018-08-24,NULL,NULL
1733,Терентьев Демид Ефимьевич,муж,2003-07-06,3575415961,NULL
1734,Панова Нонна Болеславовна,жен,1995-04-22,57586721044,102108690330
1735,Николаев Мартьян Давыдович,муж,2015-04-21,NULL,NULL
1736,Фокина Дарья Владиславовна,жен,1976-02-04,31679363510,9237550688
1737,Владимиров Адриан Давыдович,муж,1977-09-19,78531025612,92108733616
1738,Дементьев Христофор Фролович,муж,1995-05-27,31025311186,3155109756
1739,Регина Викторовна Терентьева,жен,1986-05-05,21061209720,0558681261
1740,Терентьева Варвара Владимировна,жен,2002-03-18,522106107943,NULL
1741,Бронислав Арсенович Мартынов,муж,1995-01-29,0119845974,25215822010
1742,Юрий Харитонович Максимов,муж,1985-06-07,7769590319,4570011097
1743,Кондрат Филимонович Цветков,муж,2001-12-28,00401036513,0511017329
1744,Ситникова Иванна Алексеевна,жен,1978-02-01,941110071310,841104046910
1745,Новиков Егор Владленович,муж,1998-04-12,221041001122,76116201085
1746,Зинаида Степановна Пахомова,жен,1987-04-30,935561081048,89025701610
1747,Наумов Панфил Дорофеевич,муж,2001-05-02,07362931016,8583076890
1748,Полина Кузьминична Сергеева,жен,2009-05-20,NULL,NULL
1749,Митофан Афанасьевич Суворов,муж,1988-10-19,6120196289,102810394883
1750,Олег Борисович Гаврилов,муж,1987-11-07,1097182101022,2043090091
1751,Лихачева Лукия Юрьевна,жен,1978-05-19,27561013131,17109879129
1752,Глафира Даниловна Беляева,жен,2002-10-25,101103155910,NULL
1753,Некрасов Кондратий Трифонович,муж,2011-06-01,NULL,NULL
1754,Ульяна Рудольфовна Соболева,жен,1988-03-12,4027584351,4892978091
1755,Новиков Аверьян Давидович,муж,2016-11-17,NULL,NULL
1756,Петров Эдуард Викторович,муж,1989-01-19,52102869133,1760936633
1757,Елисеев Ярослав Жоресович,муж,1993-05-19,7314240548,73145010824
1758,Шилова Клавдия Геннадьевна,жен,2010-08-07,NULL,NULL
1759,Лидия Ефимовна Муравьева,жен,1996-02-28,9066924074,9176561325
1760,Галина Артемовна Хохлова,жен,2002-07-18,10457478267,NULL
1761,Селезнева Наина Рудольфовна,жен,2005-11-04,05310909736,NULL
1762,Анжелика Ивановна Костина,жен,2007-10-24,NULL,NULL
1763,Миронов Эмиль Юлианович,муж,2018-08-24,NULL,NULL
1764,Самсонова Ия Руслановна,жен,2007-04-21,NULL,NULL
1765,Афанасьева Виктория Тимофеевна,жен,2008-04-28,NULL,NULL
1766,Григорьева Полина Вадимовна,жен,1987-01-31,058231061023,5602567573
1767,Элеонора Романовна Кошелева,жен,1996-06-08,72100693007,046918210710
1768,Юрий Евсеевич Никонов,муж,2004-03-15,6479427808,NULL
1769,Дементьев Наум Феоктистович,муж,1993-03-30,876510710771,3955210123
1770,Родион Аксёнович Мельников,муж,2004-03-07,710741381078,NULL
1771,Гаврила Еремеевич Исаев,муж,1980-11-28,37529410116,101022852341
1772,Михайлов Серафим Давидович,муж,2001-01-16,72862372510,60613521056
1773,Никон Евсеевич Филиппов,муж,1998-03-02,101353791105,33038010853
1774,Олимпиада Романовна Кудрявцева,жен,1983-06-15,10192414571,102743151010
1775,Стоян Трифонович Силин,муж,2006-05-09,NULL,NULL
1776,Елизар Владиславович Логинов,муж,1975-06-07,105684311053,83813792108
1777,Новиков Лучезар Борисович,муж,1979-06-04,09107882641,110121062610
1778,Терентьева Нина Наумовна,жен,1989-04-19,30553106113,9027376598
1779,Синклитикия Егоровна Шарапова,жен,1999-03-12,67611062774,88109198813
1780,Михайлова Елена Ждановна,жен,1971-11-17,1154396678,83402650910
1781,Тихонова Евфросиния Анатольевна,жен,1999-07-12,51074323567,38220761055
1782,Елисеева Ангелина Святославовна,жен,1972-08-07,282105431096,2739400092
1783,Евсеев Демид Арсенович,муж,1979-12-19,7794545497,43619311310
1784,Титов Милован Виленович,муж,2016-12-08,NULL,NULL
1785,Морозова Людмила Тимофеевна,жен,1977-02-03,257161026710,455205581010
1786,Денисов Галактион Адрианович,муж,1990-08-31,13363710084,51810323033
1787,Александра Яковлевна Кудряшова,жен,1996-10-04,7212121787,01131061035
1788,Лукин Соломон Фадеевич,муж,2004-10-22,1089610181000,NULL
1789,Потапов Аскольд Антонович,муж,2004-04-05,85934810955,NULL
1790,Лапина Полина Тимофеевна,жен,1971-02-09,8142617569,4279638272
1791,Моисей Власович Селезнев,муж,1978-08-24,10722638085,805010221094
1792,Никифорова Олимпиада Евгеньевна,жен,2020-05-10,NULL,NULL
1793,Олимпиада Яковлевна Ларионова,жен,1987-05-04,8314591363,9052042336
1794,Измаил Игнатович Фокин,муж,2018-12-21,NULL,NULL
1795,Таисия Андреевна Полякова,жен,1993-12-05,1249574353,863751031810
1796,Лаврентьев Стоян Марсович,муж,1976-04-01,7601484751,108107393308
1797,Беляев Сергей Федотович,муж,1996-04-07,21834310006,60859241065
1798,Анастасия Михайловна Белоусова,жен,1976-01-17,009512100103,77121086995
1799,Кошелева Лукия Дмитриевна,жен,2000-11-10,2054634457,970030671010
1800,Захарова Вероника Рудольфовна,жен,1979-01-13,3561883165,70310390540
1801,Лора Юрьевна Архипова,жен,2012-02-04,NULL,NULL
1802,Трофимов Амос Феодосьевич,муж,2000-04-02,23378014103,6540715868
1803,Соболева Фёкла Борисовна,жен,1992-01-27,2469265570,90559480107
1804,Евстафий Устинович Носов,муж,1992-02-07,18151104726,06451037101010
1805,Терентьев Леон Авдеевич,муж,1971-08-19,8765321939,503108100116
1806,Лукия Натановна Трофимова,жен,2002-03-18,10388082344,NULL
1807,Самсонов Олег Жоресович,муж,1993-11-02,849491030510,672510102315
1808,Степанов Борислав Демидович,муж,1970-03-23,42893453510,4518684891
1809,Блинова Эмилия Романовна,жен,2017-09-04,NULL,NULL
1810,Горбачев Артемий Алексеевич,муж,2006-11-27,NULL,NULL
1811,Илья Вилорович Никитин,муж,2012-07-13,NULL,NULL
1812,Борисова Зинаида Оскаровна,жен,2009-07-13,NULL,NULL
1813,Федорова Элеонора Георгиевна,жен,2016-12-14,NULL,NULL
1814,Ангелина Болеславовна Елисеева,жен,2002-06-29,16610463262,NULL
1815,Назар Феофанович Быков,муж,2020-07-05,NULL,NULL
1816,Егоров Артемий Геннадиевич,муж,1973-08-10,13174210801,2221613433
1817,Тетерина Валентина Вадимовна,жен,2003-11-04,2708414891,NULL
1818,Стрелков Никанор Антонович,муж,1986-07-11,5791071031021,42508201710
1819,Глафира Тарасовна Матвеева,жен,1975-07-30,2238634149,35201087129
1820,Виктория Андреевна Веселова,жен,1977-10-18,985590101056,6107100943510
1821,Филипп Артурович Антонов,муж,2009-03-16,NULL,NULL
1822,Комарова Надежда Оскаровна,жен,2011-11-14,NULL,NULL
1823,Вышеслав Аксёнович Жданов,муж,2004-05-16,72779011059,NULL
1824,Коновалова Мария Леоновна,жен,1975-08-19,26310378634,7297914306
1825,Зайцева Майя Вадимовна,жен,2003-01-08,534511071010,NULL
1826,Твердислав Федосьевич Харитонов,муж,1990-06-03,10257589699,7260034778
1827,Гордеев Селиверст Теймуразович,муж,2004-10-28,109266451098,NULL
1828,Павел Артемьевич Кузьмин,муж,1998-12-24,12511099385,4786105210108
1829,Крылова Олимпиада Степановна,жен,1973-06-08,221031141064,48731047389
1830,Ия Юльевна Гордеева,жен,1990-06-16,4269338159,074410105011
1831,Воронцова Акулина Даниловна,жен,1989-09-05,0232041132,4771855344
1832,Панов Агафон Богданович,муж,1992-02-02,110101187220,66930210466
1833,Лора Рубеновна Романова,жен,1983-07-06,1907561897,388743100210
1834,Фролова Зинаида Эдуардовна,жен,2009-08-27,NULL,NULL
1835,Кира Богдановна Большакова,жен,1994-04-16,02529101070,6765145997
1836,Степанова Фаина Георгиевна,жен,2019-02-20,NULL,NULL
1837,Харитонов Харитон Гаврилович,муж,2001-01-19,0253622120,9700528490
1838,Котова Лидия Леонидовна,жен,2010-08-21,NULL,NULL
1839,Рогов Панкратий Гаврилович,муж,1974-04-26,710404110672,8551800344
1840,Корнилов Иосиф Иларионович,муж,1973-03-17,9880063898,1512101008110
1841,Нинель Ждановна Костина,жен,1993-09-27,82210965002,110010351365
1842,Лавр Демидович Захаров,муж,1990-02-03,0849595248,121710972102
1843,Сидорова Регина Вениаминовна,жен,1983-09-04,5184947764,7600274809
1844,Кузьмин Сергей Валерианович,муж,2007-05-24,NULL,NULL
1845,Майя Евгеньевна Гордеева,жен,1999-10-22,7685553555,10984326449
1846,Гурьева Таисия Аркадьевна,жен,1996-09-02,4740017688,199561072106
1847,г-жа Калашникова Василиса Ильинична,жен,1971-08-11,9197029193,910310508401
1848,Терентьев Юлий Авдеевич,муж,1991-04-23,83952161028,06461181002
1849,Ираида Ивановна Кудряшова,жен,1998-07-18,1074109971074,88134221210
1850,Иннокентий Дорофеевич Гусев,муж,1983-12-10,50930683610,3631066109107
1851,Лукия Анатольевна Романова,жен,2011-07-22,NULL,NULL
1852,Авдеева Виктория Дмитриевна,жен,1975-03-19,1791983326,4879049710
1853,Субботина Александра Геннадьевна,жен,1976-09-09,0390625333,31010652903
1854,Милица Оскаровна Щербакова,жен,1995-10-06,911010301079,081095791061
1855,Владимирова Лариса Оскаровна,жен,1972-01-09,266316101102,3803025745
1856,Феоктист Антипович Куликов,муж,2006-04-18,NULL,NULL
1857,Казимир Давыдович Куликов,муж,2007-04-26,NULL,NULL
1858,Фаина Альбертовна Меркушева,жен,1981-06-30,271993104110,4443975962
1859,Хохлова Евдокия Тарасовна,жен,1970-06-07,47911082111,53103115078
1860,Савва Эдгарович Фомичев,муж,1993-08-11,18310522661,6653687992
1861,Вера Архиповна Крюкова,жен,2016-08-04,NULL,NULL
1862,г-н Мамонтов Ростислав Эдгарович,муж,1998-12-22,6051660583,6508104323
1863,Лидия Васильевна Горбунова,жен,2013-09-20,NULL,NULL
1864,Иван Демьянович Шубин,муж,1975-06-18,4212058682,0222324521
1865,Виталий Валентинович Ершов,муж,1989-08-15,9341057874,88100936218
1866,Алла Егоровна Савина,жен,2001-09-24,6494928812,06014101897
1867,Ирина Геннадьевна Савина,жен,1998-12-28,8449504902,36516040410
1868,Субботин Кир Викторович,муж,1983-10-22,5473101421,2946338711
1869,Аким Ефстафьевич Лапин,муж,2008-02-04,NULL,NULL
1870,Фотий Ефимович Воронцов,муж,2000-03-14,12310469356,6798819477
1871,Горбунов Максимильян Феоктистович,муж,2019-05-15,NULL,NULL
1872,Марина Борисовна Журавлева,жен,2018-11-17,NULL,NULL
1873,Уваров Фока Игоревич,муж,2005-03-30,8451899969,NULL
1874,Дроздова Вероника Оскаровна,жен,2012-09-29,NULL,NULL
1875,Фомин Автоном Фролович,муж,2015-10-14,NULL,NULL
1876,Устинова Ирина Даниловна,жен,2011-11-21,NULL,NULL
1877,Марина Феликсовна Гурьева,жен,2011-01-02,NULL,NULL
1878,Беляева Варвара Олеговна,жен,2011-05-20,NULL,NULL
1879,Еремей Венедиктович Калашников,муж,1997-05-18,65144831004,85210729379
1880,Суворов Родион Елисеевич,муж,1973-11-13,56100655557,38191341036
1881,Федорова Вероника Архиповна,жен,1986-11-12,48961769101,14756187710
1882,Маркова Наина Мироновна,жен,1986-01-17,4448645220,3795030456
